"ID del Proceso","Nombre del Procedimiento","Descripción del Procedimiento","Estado del Procedimiento","URLProceso","Entidad","Nit Entidad","Nombre de la Unidad de Contratación","Nombre del Proveedor Adjudicado","Modalidad de Contratacion","Justificación Modalidad de Contratación","Tipo de Contrato","Precio Base","Valor Total Adjudicacion","Duracion","Unidad de Duracion","Proveedores que Manifestaron Interes","Conteo de Respuestas a Ofertas","Fecha de Publicacion del Proceso","Fecha de Apertura Efectiva","Fecha Adjudicacion"
"CO1.REQ.7769180","DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO (Presentación de oferta)","CONTRATAR LA ADQUISICIÓN DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO PARA LOS DIFERENTES SERVICIOS ASISTENCIALES QUE PERMITAN REALIZAR LA ATENCION INTEGRAL Y ADMINISTRAR LOS TRATAMIENTOS PARA LAS DIFERENTES PATOLOGÍAS DE LOS USUARIOS QUE ASÍ LO REQUIERAN, INCLUYENDO LOS SERVICIOS AMBULATORIOS DE CONSULTA EXTERNA, URGENCIAS, HOSPITALIZACIÓN, CUIDADO CRÍTICO, CIRUGÍA Y DEMÁS SERVICIOS DE APOYO DIAGNÓSTICO. ACUERDO LOS SIGUIENTES LOTES:LOTE 1- SUTURAS / LOTE 2- DIABETICOS / LOTE 3GUANTES(...)","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7672509","ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA","9015410214","SECCION DE CONTRATOS HONAC","Intercomercial Medica","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$1.170.000.000","$65.000.000","9","Mes(es)","0","2","02/19/2025","03/13/2025","03/20/2025"
"CO1.REQ.8639892","ADQUISICIÓN DISTINTIVOS METÁLICOS Y MEDALLAS (Presentación de oferta)","ADQUISICIÓN DISTINTIVOS METÁLICOS Y MEDALLAS","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8514217","DILOF","800141397","Dirección Logística y Financiera","MEDALLAS COLOMBIANAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$1.656.308.137","$1.585.058.100","0","día(s)","0","2","07/28/2025","08/19/2025","08/25/2025"
"CO1.REQ.8291012","Adquisición de equipos activos de red; Switches Core y acceso para la UAECD (Presentación de oferta)","Adquisición de equipos activos de red, Switches Core y acceso para la UAECD","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8165958","UAECD","900127768","Subgerencia de Contratación","UNIÓN TEMPORAL SWITCHES CATASTRO DATASEC WEXLER 2025","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$1.293.968.916","$427.084.751","4","Mes(es)","0","2","05/20/2025","06/20/2025","06/27/2025"
"CO1.REQ.8207172","SUMINISTRO DE INSUMOS PARA EL LABORATORIO DE LA REGIONAL NOROCCIDENTE  (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA EL LABORATORIO DE LA REGIONAL NOROCCIDENTE DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8087137","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","REGIONAL NOROCCIDENTE","QUIMITRONICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$192.665.869","$972.800","0","día(s)","0","2","05/05/2025","06/09/2025","06/13/2025"
"CO1.REQ.8716468","ADQUISICIÓN DE INSTRUMENTAL PATOLOGÍA REGIONAL NORTE DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES. (Presentación de oferta)","ADQUISICIÓN DE INSTRUMENTAL PATOLOGÍA REGIONAL NORTE DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8585889","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","05 REGIONAL NORTE","LICITACIONES Y ASESORIAS LICCONT S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$157.285.643","$157.283.834","90","día(s)","0","2","08/11/2025","09/11/2025","09/18/2025"
"CO1.REQ.9144419","SUMINISTRAR INSUMOS Y ELEMENTOS PARA ADELANTAR EJECUCIÓN DE TALLERES PARTICIPATIVOS Y ACTIVIDADES COMUNITARIAS ORIENTADOS A LA CONSTRUCCIÓN Y FORMALIZACIÓN DE ACUERDOS CIUDADANOS PARA LA GESTIÓN Y USO","SUMINISTRAR INSUMOS Y ELEMENTOS PARA ADELANTAR EJECUCIÓN DE TALLERES PARTICIPATIVOS Y ACTIVIDADES COMUNITARIAS ORIENTADOS A LA CONSTRUCCIÓN Y FORMALIZACIÓN DE ACUERDOS CIUDADANOS PARA LA GESTIÓN Y USO ADECUADO DEL ESPACIO PÚBLICO, ASÍ COMO LAS ORIENTADAS AL ESTABLECIMIENTO DE ACUER-DOS EN EL MARCO DE LA ESTRATEGIA DE BOGOTANEIDAD EN LA LOCALIDAD DE BA-RRIOS UNIDOS","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9006459","ALCALDÍA LOCAL DE BARRIOS UNIDOS","899999061","GRUPO DE CONTRATACION","MULTIREPUESTOS BOSA INTERNACIONAL S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$511.523.334","$450.000.000","8","Mes(es)","0","2","10/24/2025","11/14/2025","11/14/2025"
"CO1.REQ.8592283","MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO AUTOMOTOR (VEHÍCULOS Y MOTOCICLETAS) DE LA POLICÍA METROPOLITANA SANTIAGO DE CALI; DEPARTAMENTO DE POLICÍA VALLE; DISTRITO ESPECIAL DE POLICÍA BUENAVENT","MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO AUTOMOTOR (VEHÍCULOS Y MOTOCICLETAS) DE LA POLICÍA METROPOLITANA SANTIAGO DE CALI, DEPARTAMENTO DE POLICÍA VALLE, DISTRITO ESPECIAL DE POLICÍA BUENAVENTURA, UNIDADES DE DIALOGO Y MANTENIMIENTO DEL ORDEN, SECCIONALES DE TRÁNSITO Y TRANSPORTE, REGIÓN No. 4 DE ANTINARCÓTICOS, JUSTICIA Y PAZ DICAR - SEPRO; UNIDADES AGREGADAS Y EN TRÁNSITO APALANCAMIENTO 2025 Y VIGENCIAS FUTURAS 2026.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8465374","POLICIA METROPOLITANA SANTIAGO DE CALI","800140625","OFICINA DE CONTRATOS","UT MECAL 2025.2","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Prestación de servicios","$2.914.970.000","$743.970.000","8","Mes(es)","0","2","07/18/2025","08/19/2025","08/27/2025"
"CO1.REQ.8639892","ADQUISICIÓN DISTINTIVOS METÁLICOS Y MEDALLAS (Presentación de oferta)","ADQUISICIÓN DISTINTIVOS METÁLICOS Y MEDALLAS","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8514217","DILOF","800141397","Dirección Logística y Financiera","MEDALLAS COLOMBIANAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$1.656.308.137","$52.560.350","0","día(s)","0","2","07/28/2025","08/19/2025","08/25/2025"
"CO1.REQ.8624233","ADQUIRIR COMIDAS LISTAS; PANADERIA LARGA VIDA; ENERGETICOS; EMPAQUES Y OTROS PRODUCTOS O MATERIAS PRIMAS DESTINADAS AL ENSAMBLE DE RACIONES DE CAMPAÑA EN LA AGENCIA LOGISTICA DE LAS FUERZAS MILITARES","ADQUIRIR COMIDAS LISTAS, PANADERIA LARGA VIDA, ENERGETICOS, EMPAQUES Y OTROS PRODUCTOS O MATERIAS PRIMAS DESTINADAS AL ENSAMBLE DE RACIONES DE CAMPAÑA EN LA AGENCIA LOGISTICA DE LAS FUERZAS MILITARES. LOTE 1. CIRUELAS PASAS. LOTE 2. PANELA. LOTE 3. TURRON","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8497417","AGENCIA LOGISTICA DE LAS FUERZAS MILITARES","899999162","SUBDIRECCION GENERAL DE CONTRATACION ALFM","DRYCOL SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$1.279.935.156","$13.402.587","10","día(s)","0","2","07/11/2025","08/06/2025","08/12/2025"
"CO1.REQ.8615297","Entregar a título de compraventa mobiliario; enseres y equipos para la dotación de las sedes del Centro de Gestión y Desarrollo Sostenible Surcolombiano; Regional Huila (Presentación de oferta)","Entregar a título de compraventa mobiliario, enseres y equipos para la dotación de las sedes del Centro de Gestión y Desarrollo Sostenible Surcolombiano, Regional Huila","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8494352","SENA REGIONAL HUILA Grupo Administrativo CGDSS","899999034","Centro de Gestión y Desarrollo Sostenible Surcolombiano","ALEXANDER GONZALEZ IPUZ","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$972.683.195","$159.977.129","0","día(s)","0","2","07/24/2025","08/20/2025","08/28/2025"
"CO1.REQ.8734808","SUMINISTRO DE ELEMENTOS DE ASEO Y LIMPIEZA PARA LOS DIFERENTES SERVICIOS DEL HOSPITAL MILITAR CENTRAL (Presentación de oferta)","SUMINISTRO DE ELEMENTOS DE ASEO Y LIMPIEZA PARA LOS DIFERENTES SERVICIOS DEL HOSPITAL MILITAR CENTRAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8690267","HOSPITAL MILITAR CENTRAL","830040256","HOSPITAL MILITAR CENTRAL","Integra de Colombia S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$197.600.000","$124.000.000","0","día(s)","0","2","08/30/2025","09/24/2025","10/31/2025"
"CO1.REQ.9063684","ADQUISICION DE PRUEBAS RÁPIDAS DUO (VIH - SIFILIS) (Presentación de oferta)","ADQUIRIR PRUEBAS RÁPIDAS DÚO (VIH-SÍFILIS) PARA EL TAMIZAJE DE INFECCIONES DE TRANSMISIÓN SEXUAL EN EL DEPARTAMENTO DEL VALLE DEL CAUCA, CON EL FIN DE FORTALECER LAS ACCIONES DE PREVENCIÓN, DETECCIÓN TEMPRANA Y TRATAMIENTO OPORTUNO DE LA SÍFILIS GESTACIONAL, SÍFILIS CONGÉNITA Y EL VIH, EN CUMPLIMIENTO DE LAS DIRECTRICES NACIONALES E INTERNACIONALES EN SALUD PÚBLICA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8936148","GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD","890399029","SECRETARIA DEPARTAMENTAL DE SALUD DEL VALLE","QUINBERLAB S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.000.000.000","$2.000.000.000","3","Mes(es)","0","2","10/12/2025","10/30/2025","11/06/2025"
"CO1.REQ.8263316","Servicios para renovar el periodo de suscripción de la plataforma Linux Enterprise del Departamento de Antioquia (Presentación de oferta)","No definido","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8137630","DEPARTAMENTO DE ANTIOQUIA//","890900286","173H SECRETARIA DE TALENTO HUMANO Y DESARROLLO ORGANIZACIONAL","ENTELGY","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Prestación de servicios","$786.836.922","$689.004.640","365","día(s)","0","2","05/14/2025","06/03/2025","06/17/2025"
"CO1.REQ.7769180","DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO (Presentación de oferta)","CONTRATAR LA ADQUISICIÓN DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO PARA LOS DIFERENTES SERVICIOS ASISTENCIALES QUE PERMITAN REALIZAR LA ATENCION INTEGRAL Y ADMINISTRAR LOS TRATAMIENTOS PARA LAS DIFERENTES PATOLOGÍAS DE LOS USUARIOS QUE ASÍ LO REQUIERAN, INCLUYENDO LOS SERVICIOS AMBULATORIOS DE CONSULTA EXTERNA, URGENCIAS, HOSPITALIZACIÓN, CUIDADO CRÍTICO, CIRUGÍA Y DEMÁS SERVICIOS DE APOYO DIAGNÓSTICO. ACUERDO LOS SIGUIENTES LOTES:LOTE 1- SUTURAS / LOTE 2- DIABETICOS / LOTE 3GUANTES(...)","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7672509","ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA","9015410214","SECCION DE CONTRATOS HONAC","CEMINSUMOS SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$1.170.000.000","$80.000.000","9","Mes(es)","0","2","02/19/2025","03/13/2025","03/20/2025"
"CO1.REQ.9385432","ADQUIRIR VEHICULOS DE VIGILANCIA- MOTOS- VAN (Presentación de oferta)","ADQUIRIR VEHICULOS DE VIGILANCIA DESTINADOS AL FORTALECIMIENTO DE LAS CAPACIDADES OPERATIVAS Y DE RESPUESTA DE LA ESTACION DE POLICIA DE CHAPINERO, EN EL MARCO DE LA EJECUCIÓN DEL  PROYECTO DE INVERSIÓN 2276 CHAPINERO PROTEGIDO: DOTACION Y MEJORA DE EQUIPAMIENTO PARA LA SEGURIDAD","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9244500","ALCALDÍA LOCAL DE CHAPINERO - FONDO DE DESARROLLO LOCAL","899999061","CONTRATOS","FANALCA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$1.187.109.894","$263.300.000","5","Mes(es)","0","2","12/03/2025","12/18/2025","12/19/2025"
"CO1.REQ.9327179","ADQUISICIÓN DE MATERIALES Y SUMINISTRO PARA LA PRODUCCIÓN VIGENCIAS FUTURAS 2026 - CON DESTINO AL BAINT  (LOTES CUERO; TELA; PAÑO; PLÁSTICOS Y COMPUESTOS; CREMALLERA Y CINTA) (Presentación de oferta)","ADQUISICIÓN DE MATERIALES Y SUMINISTRO PARA LA PRODUCCIÓN VIGENCIAS FUTURAS 2026 - CON DESTINO AL BAINT  (LOTES CUERO, TELA, PAÑO, PLÁSTICOS Y COMPUESTOS, CREMALLERA Y CINTA)","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9185871","CENTRAL ADMINISTRATIVA Y CONTABLE  PUENTE ARANDA+","830039548","OFICINA DE CONTRATOS","MILFORT S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$6.267.366.586","$589.877.368","0","día(s)","0","2","11/24/2025","12/12/2025","12/17/2025"
"CO1.REQ.8857702","EQUIPO  POSCOSECHA DE CAFE  (Presentación de oferta)","ADQUISICION DE EQUIPOS DE POSCOSECHA DE CAFE, ORIENTADO A LA LINEA DE SISTEMAS SOSTENIBLES PARA LA CONSERVACION DEL PARQUE NACIONAL NATURAL TAMA, EN EL MARCO DE LA CONSERVACION DE LA DIVERSIDAD BIOLOGICA DE LAS AREAS PROTEGIDAS DEL SINAP NACIONAL.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8734534","FONAM - DTAN","901037393","DTAN - TAMA","NESTOR BRAVO  S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$109.137.750","$101.350.000","0","día(s)","0","2","09/05/2025","10/06/2025","10/20/2025"
"CO1.REQ.8479611","ADQUISICION DE DOTACION PARA EL PERSONAL CIVIL QUE LABORA EN LAS INSTALACIONES DE LA EMAVI DE ACUERDO CON NORMAS TECNICAS (Presentación de oferta)","ADQUISICION DE DOTACION PARA EL PERSONAL CIVIL QUE LABORA EN LAS INSTALACIONES DE LA EMAVI DE ACUERDO CON NORMAS TECNICAS","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8354602","EMAVI","800141621","EMAVI","BLANCO FORERO JILBER ORLANDO","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$230.000.000","$172.083.625","4","Mes(es)","0","2","06/28/2025","07/25/2025","07/30/2025"
"CO1.REQ.7769180","DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO (Presentación de oferta)","CONTRATAR LA ADQUISICIÓN DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO PARA LOS DIFERENTES SERVICIOS ASISTENCIALES QUE PERMITAN REALIZAR LA ATENCION INTEGRAL Y ADMINISTRAR LOS TRATAMIENTOS PARA LAS DIFERENTES PATOLOGÍAS DE LOS USUARIOS QUE ASÍ LO REQUIERAN, INCLUYENDO LOS SERVICIOS AMBULATORIOS DE CONSULTA EXTERNA, URGENCIAS, HOSPITALIZACIÓN, CUIDADO CRÍTICO, CIRUGÍA Y DEMÁS SERVICIOS DE APOYO DIAGNÓSTICO. ACUERDO LOS SIGUIENTES LOTES:LOTE 1- SUTURAS / LOTE 2- DIABETICOS / LOTE 3GUANTES(...)","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7672509","ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA","9015410214","SECCION DE CONTRATOS HONAC","WINER S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$1.170.000.000","$47.000.000","9","Mes(es)","0","2","02/19/2025","03/13/2025","03/20/2025"
"CO1.REQ.9422438","SELECCIÓN ABREVIADA POR SUBASTA INVERSA PARA EL SUMINISTRO DE BIENES DE CARACTERÍSTICAS TÉCNICAS Y UNIFORMES (Presentación de oferta)","Suministrar equipos y licencias para el fortalecimiento de la infraestructura tecnológica de la CARDER, en cumplimiento de la Política de Gobierno Digital, el Plan Estratégico de Tecnologías de la Información (PETI) y la Política Nacional de Seguridad Digital, garantizando la continuidad y seguridad de los servicios institucionales.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9284087","CORPORACION AUTONOMA REGIONAL DE RISARALDA","891410354","GESTIÓN CONTRACTUAL","TEK SOLUCIONES TECNOLOGICAS S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$213.679.917","$21.751.653","12","Mes(es)","0","2","12/12/2025","12/26/2025","12/30/2025"
"CO1.REQ.8891988","SERVIDOR Y ALMACENAMIENTO SAN (Presentación de oferta)","110406525 - Adquisición, instalación, configuración y puesta en funcionamiento de un Servidor y almacenamiento SAN para robustecer la solución de respaldo Veeam del Departamento Nacional de Planeación (DNP)","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8766459","DEPARTAMENTO NACIONAL DE PLANEACIÓN","899999011","SUBDIRECCIÓN DE CONTRATACIÓN","Conviest","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$615.103.632","$573.770.400","90","día(s)","0","2","09/11/2025","10/08/2025","10/09/2025"
"CO1.REQ.7769180","DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO (Presentación de oferta)","CONTRATAR LA ADQUISICIÓN DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO PARA LOS DIFERENTES SERVICIOS ASISTENCIALES QUE PERMITAN REALIZAR LA ATENCION INTEGRAL Y ADMINISTRAR LOS TRATAMIENTOS PARA LAS DIFERENTES PATOLOGÍAS DE LOS USUARIOS QUE ASÍ LO REQUIERAN, INCLUYENDO LOS SERVICIOS AMBULATORIOS DE CONSULTA EXTERNA, URGENCIAS, HOSPITALIZACIÓN, CUIDADO CRÍTICO, CIRUGÍA Y DEMÁS SERVICIOS DE APOYO DIAGNÓSTICO. ACUERDO LOS SIGUIENTES LOTES:LOTE 1- SUTURAS / LOTE 2- DIABETICOS / LOTE 3GUANTES(...)","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7672509","ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA","9015410214","SECCION DE CONTRATOS HONAC","Intercomercial Medica","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$1.170.000.000","$28.000.000","9","Mes(es)","0","2","02/19/2025","03/13/2025","03/20/2025"
"CO1.REQ.8606420","MANTENIMIENTO PREVENTIVO Y CORRECTIVO EQUIPOS TECNOLOGICOS; PLANTAS ELECTRICAS; TORRES DE COMUNICACIÓN Y EQUIPOS EMISORA (Presentación de oferta)","SERVICIO MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO PARA LOS EQUIPOS TECNOLÓGICOS, PLANTAS ELÉCTRICAS, TORRES DE COMUNICACIÓN Y MANTENIMIENTO A EQUIPOS DE LA EMISORA 101.8 FM PARA LA POLICÍA METROPOLITANA DE VILLAVICENCIO Y UNIDADES ADSCRITAS ADMINISTRATIVAMENTE POR LOTES.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8476057","POLICIA METROPOLITANA DE VILLAVICENCIO","900486513","GRUPO DE CONTRATOS","UT TERMO ELECTRICOS 2025","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$359.500.000","$119.500.000","4","Mes(es)","0","2","07/21/2025","08/15/2025","08/19/2025"
"CO1.REQ.9349802","ADQUISICIÓN DE EQUIPOS (Presentación de oferta)","ADQUISICIÓN DE EQUIPOS PARA LA IMPLEMENTACION DE ACCIONES DIRIGIDAS AL FORTALECIMIENTO DE LOS INSTRUMENTOS DE PLANIFICACIÓN DEL RECURSO HIDRICO.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9207498","DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA DEL AMBIENTE","899999114","Secretaria de bienestar verde","FF SOLUCIONES S.A","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$206.618.901","$180.622.586","15","día(s)","0","2","11/27/2025","12/15/2025","12/18/2025"
"CO1.REQ.7972873","Contratar la adquisición de materia prima e insumos para los Proyectos Productivos Asadero y Panadería de la Cárcel y Penitenciaria con Alta y Mediana Seguridad de PopayánCPAMSPY (Presentación de ofer","Contratar la adquisición de materia prima e insumos para los Proyectos Productivos Asadero y Panadería de la Cárcel y Penitenciaria con Alta y Mediana Seguridad de Popayán CPAMSPY","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7850719","ESTABLECIMIENTO PENITENCIARIO ALTA Y MEDIANA SEGURIDAD Y CARCELARIO ALTA SEGURIDAD DE POPAYAN INPEC POPAYAN","817005159","COMPRAS","SUPRISA S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$415.493.920","$200.029.040","8","Mes(es)","0","2","03/17/2025","04/10/2025","04/11/2025"
"CO1.REQ.9200306","Adquirir e implementar una solución integral de hardware; software; puntos de conectividad y eléctricos; herramientas digitales y servicios de soporte integral especializado para la infraestructura te","Adquirir e implementar una solución integral de hardware, software, puntos de conectividad y eléctricos, herramientas digitales y servicios de soporte integral especializado para la infraestructura tecnológica que soportan la operación en la Institución Universitaria Pascual Bravo.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9059873","Institución Universitaria Pascual Bravo COMPRADOR","8909801583","Gestión Jurídica","AXIS IT","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$3.177.465.797","$754.880.070","41","día(s)","0","2","11/04/2025","11/18/2025","11/21/2025"
"CO1.REQ.8265171","CENTRO DE CORRESPONDENCIA SECRETARIA GENERAL ALCALDIA MAYOR DE BOGOTA (Presentación de oferta)","Contratar el servicio de administración del Centro de Correspondencia de la Secretaría General de la Alcaldía Mayor de Bogotá D. C","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8150879","SECRETARÍA GENERAL DE LA ALCALDÍA MAYOR DE BOGOTÁ","899999061","DIRECCIÓN DE CONTRATACIÓN","E S M LOGISTICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Prestación de servicios","$230.436.551","$230.436.551","7","Mes(es)","0","2","05/16/2025","06/17/2025","06/20/2025"
"CO1.REQ.8708901","ADQUISICION DE ELEMENTOS DEPORTIVOS PARA LA MASIFICACION DEL DEPORTE Y LA RECREACION EN EL MUNICIPIO DE VILLA DE LEYVA VIGENCIA 2025 (Presentación de oferta)","ADQUISICION DE ELEMENTOS DEPORTIVOS PARA LA MASIFICACION DEL DEPORTE Y LA RECREACION EN EL MUNICIPIO DE VILLA DE LEYVA VIGENCIA 2025","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8576820","MUNICIPIO DE VILLA DE LEYVA//","891801268","Oficina Asesora de Contratacion Licitaciones y Suministros","RAFAEL HERNANDO HURTADO","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$59.999.999","$51.997.000","0","día(s)","0","2","08/08/2025","09/02/2025","09/04/2025"
"CO1.REQ.8789207","Suministro de insumos y equipos para el fortalecimiento de sistemas productivos agropecuarios sostenibles en el municipio de San Vicente Ferrer.  (Presentación de oferta)","Suministro de insumos y equipos para el fortalecimiento de sistemas productivos agropecuarios sostenibles en el municipio de San Vicente Ferrer.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8655773","MUNICIPIO SAN VICENTE FERRER","890982506","ALCALDIA","COMERCIALIZADORA CORVANS S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$128.960.000","$120.780.000","0","día(s)","0","2","08/25/2025","09/09/2025","09/15/2025"
"CO1.REQ.9137377","Licenciamiento Karperski (Presentación de oferta)","505_ADQUISICIÓN DE LA SUSCRIPCIÓN DEL LICENCIAMIENTO DE PRODUCTOS Y SERVICIOS DEL ANTIVIRUS KASPERSKY PARA LA SUPERINTENDENCIA DE TRANSPORTE","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9000610","Superintendencia de Transporte**","800170433","SUPERTRANSPORTE","Grupo Microsistemas Colombia SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$125.054.416","$88.864.000","40","día(s)","0","2","10/24/2025","11/19/2025","12/10/2025"
