"ID del Proceso","Nombre del Procedimiento","Descripción del Procedimiento","Estado del Procedimiento","URLProceso","Entidad","Nit Entidad","Nombre de la Unidad de Contratación","Nombre del Proveedor Adjudicado","Modalidad de Contratacion","Justificación Modalidad de Contratación","Tipo de Contrato","Precio Base","Valor Total Adjudicacion","Duracion","Unidad de Duracion","Proveedores que Manifestaron Interes","Conteo de Respuestas a Ofertas","Fecha de Publicacion del Proceso","Fecha de Apertura Efectiva","Fecha Adjudicacion"
"CO1.REQ.8207172","SUMINISTRO DE INSUMOS PARA EL LABORATORIO DE LA REGIONAL NOROCCIDENTE  (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA EL LABORATORIO DE LA REGIONAL NOROCCIDENTE DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8087137","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","REGIONAL NOROCCIDENTE","Scientific Products SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$192.665.869","$14.990.891","0","día(s)","0","2","05/05/2025","06/09/2025","06/13/2025"
"CO1.REQ.8759847","ADQUISICIÓN; INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE UN CIRCUITO CERRADO DE TELEVISIÓN (CCTV) (Presentación de oferta)","ADQUISICIÓN, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE UN CIRCUITO CERRADO DE TELEVISIÓN (CCTV) PARA EL CENTRO DE ATENCIÓN INTEGRAL DEL ICBF EN EL DISTRITO DE TURBO","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8627156","DEPARTAMENTO DE ANTIOQUIA//","890900286","122C SECRETARÍA DE SEGURIDAD Y JUSTICIA","NUEVA ERA TECH SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$227.769.329","$187.000.000","90","día(s)","0","2","08/19/2025","09/12/2025","09/17/2025"
"CO1.REQ.7858382","MATERIA PRIMA ASADERO (Presentación de oferta)","CONTRATAR EL SUMINISTRO DE MATERIAS PRIMAS E INSUMOS PARA LA ELABORACIÓN DE PRODUCTOS ALIMENTICIOS A LA POBLACION PRIVADA DE LA LIBERTAD EN EL PROYECTO PRODUCTIVO ASADERO DEL COMPLEJO CARCELARIO Y PENITENCIARIO CON ALTA Y MEDIA SEGURIDAD DE JAMUNDÍ COJAM","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7736120","COJAM","900577346","GRUPO ADQUISICIONES","GRUPO EMPRESARIAL SUGA S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$254.336.312","$1.872.593","10","Mes(es)","0","2","02/27/2025","03/18/2025","03/20/2025"
"CO1.REQ.8592283","MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO AUTOMOTOR (VEHÍCULOS Y MOTOCICLETAS) DE LA POLICÍA METROPOLITANA SANTIAGO DE CALI; DEPARTAMENTO DE POLICÍA VALLE; DISTRITO ESPECIAL DE POLICÍA BUENAVENT","MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL EQUIPO AUTOMOTOR (VEHÍCULOS Y MOTOCICLETAS) DE LA POLICÍA METROPOLITANA SANTIAGO DE CALI, DEPARTAMENTO DE POLICÍA VALLE, DISTRITO ESPECIAL DE POLICÍA BUENAVENTURA, UNIDADES DE DIALOGO Y MANTENIMIENTO DEL ORDEN, SECCIONALES DE TRÁNSITO Y TRANSPORTE, REGIÓN No. 4 DE ANTINARCÓTICOS, JUSTICIA Y PAZ DICAR - SEPRO; UNIDADES AGREGADAS Y EN TRÁNSITO APALANCAMIENTO 2025 Y VIGENCIAS FUTURAS 2026.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8465374","POLICIA METROPOLITANA SANTIAGO DE CALI","800140625","OFICINA DE CONTRATOS","UT MECAL 2025.2","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Prestación de servicios","$2.914.970.000","$800.000.000","8","Mes(es)","0","2","07/18/2025","08/19/2025","08/27/2025"
"CO1.REQ.8944006","DOTACIÓN TRABAJADORES OFICIALES (Presentación de oferta)","Contratar la Compra de dotación para los trabajadores oficiales del Sena Regional Santander.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8810095","SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto","899999034","Despacho Regional","COMERCIALIZADORA ARTURO CALLE S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$159.629.007","$11.700.000","0","día(s)","0","2","09/19/2025","10/03/2025","10/09/2025"
"CO1.REQ.8218627","ALIMENTOS Y MEDICACMENTOS- SOSTENIMIENTO UNIDADES PRODUCTIVAS (Presentación de oferta)","Suministro a monto agotable de alimento concentrado, medicamentos e insumos agropecuarios que se requieren para atender las unidades de ganadería, avícolas, porcícola en la sede de Santa Rosa de Cabal del Centro Atención Sector Agropecuario Regional Risaralda en la vigencia 2.025.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8093675","SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//","899999034","CENTRO ATENCIÓN SECTOR AGROPECUARIO","FACTOR INK SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$199.000.000","$199.000.000","0","Mes(es)","0","2","05/06/2025","05/15/2025","05/16/2025"
"CO1.REQ.8856908","CN-SASI-001-2025 (Presentación de oferta)","Adquisición de bonos y/o tarjetas de dotación, canjeables única y exclusivamente para la compra de dotación (Vestuario y Calzado), para los funcionarios de la Corporación Autónoma Regional de Nariño CORPONARIÑO, de conformidad con la Ley 70 de 1988 reglamentada mediante el Decreto 1978 del 31 de agosto de 1989","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8723354","CORPORACION AUTONOMA REGIONAL DE NARIÑO","891222322","UNIDAD DE CONTRATACION","ANGELA MARINA ZAMBRANO RODRIGUEZ","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$95.490.153","$93.580.349","0","día(s)","0","2","09/04/2025","09/24/2025","09/29/2025"
"CO1.REQ.9201664","127-SASI-CENACPUENTEARANDA-2025 (Presentación de oferta)","LA ADQUISICIÓN DE MATERIALES Y SUMINISTROS DE PRODUCCIÓN (LOTE EVAS Y PLANTILLAS) A EJECUTAR EL CUPO DE LA VIGENCIA FUTURA EN EL PRIMER SEMESTRE DEL 2026","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9061536","CENTRAL ADMINISTRATIVA Y CONTABLE  PUENTE ARANDA+","830039548","OFICINA DE CONTRATOS","SUPREX SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$5.822.945.530","$5.822.953.734","180","día(s)","0","2","11/04/2025","11/26/2025","12/04/2025"
"CO1.REQ.8206737","SUMINISTRO DE ELEMENTOS DE TERAPIA RESPIRATORIA PARA LA ATENCION DE PACIENTES AMBUATORIOS EN EL HOSPITAL MILITAR CENTRAL (Presentación de oferta)","SUMINISTRO DE ELEMENTOS DE TERAPIA RESPIRATORIA PARA LA ATENCION DE PACIENTES AMBUATORIOS EN EL HOSPITAL MILITAR CENTRAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8083342","HOSPITAL MILITAR CENTRAL","830040256","HOSPITAL MILITAR CENTRAL","CEMINSUMOS SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$158.280.000","$9.800.000","9","Mes(es)","0","2","05/05/2025","05/27/2025","06/25/2025"
"CO1.REQ.9078296","TRENDMICRO  (Presentación de oferta)","10-0-14-10- ADQUIRIR LOS COMPONENTES DE SOFTWARE DE SEGURIDAD PARA PUNTO FINAL DE TRENDMICRO PARA LA PROTECCIÓN Y PREVENCIÓN DE MALWARE ASÍ COMO LOS SERVICIOS DE INSTALACIÓN, CONFIGURACIÓN, MIGRACIÓN Y PUESTA EN MARCHA EN LA PLATAFORMA TECNOLÓGICA DE LA AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES - ANLA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8943923","AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES - ANLA","900467239","GRUPO DE CONTRATOS","UNION TEMPORAL HRED SEGURIDAD 2025","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$290.794.000","$261.232.514","2","Mes(es)","0","2","10/14/2025","11/06/2025","11/07/2025"
"CO1.REQ.8207172","SUMINISTRO DE INSUMOS PARA EL LABORATORIO DE LA REGIONAL NOROCCIDENTE  (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA EL LABORATORIO DE LA REGIONAL NOROCCIDENTE DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8087137","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","REGIONAL NOROCCIDENTE","QUIMITRONICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$192.665.869","$3.600.000","0","día(s)","0","2","05/05/2025","06/09/2025","06/13/2025"
"CO1.REQ.8857702","EQUIPO  POSCOSECHA DE CAFE  (Presentación de oferta)","ADQUISICION DE EQUIPOS DE POSCOSECHA DE CAFE, ORIENTADO A LA LINEA DE SISTEMAS SOSTENIBLES PARA LA CONSERVACION DEL PARQUE NACIONAL NATURAL TAMA, EN EL MARCO DE LA CONSERVACION DE LA DIVERSIDAD BIOLOGICA DE LAS AREAS PROTEGIDAS DEL SINAP NACIONAL.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8734534","FONAM - DTAN","901037393","DTAN - TAMA","NESTOR BRAVO  S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$109.137.750","$109.130.000","0","día(s)","0","2","09/05/2025","10/06/2025",
"CO1.REQ.8239731","ADQUISICION DE ARTÍCULOS DE OFICINA; PAPELERÍA; TONER Y TINTA PARA EL FORTALECIMIENTO DE LAS ACTIVIDADES DESARROLLADAS POR LAS DISTINTAS SECRETARIAS DE DESPACHO DE LA ALCALDÍA DE AGUAZUL (Presentación","ADQUISICION DE ARTÍCULOS DE OFICINA, PAPELERÍA, TONER Y TINTA PARA EL FORTALECIMIENTO DE LAS ACTIVIDADES DESARROLLADAS POR LAS DISTINTAS SECRETARIAS DE DESPACHO DE LA ALCALDÍA DE AGUAZUL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8114330","ALCALDIA DEL MUNICIPIO DE AGUAZUL","891855200","UNIDAD JURIDICA","NANCY DIAZ PULIDO","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$129.380.105","$120.609.310","15","día(s)","0","2","05/09/2025","05/27/2025","06/05/2025"
"CO1.REQ.9206274","SUMINISTRO GASES MEDICINALES; INCLUIDOS LOS ACCESORIOS Y DISPOSITIVOS NECESARIOS PARA LA ATENCIÓN EN SALUD  (Presentación de oferta)","SUMINISTRO GASES MEDICINALES, INCLUIDOS LOS ACCESORIOS Y DISPOSITIVOS NECESARIOS PARA LA ATENCIÓN EN SALUD A LOS USUARIOS DEL SSFM Y SUS ESTABLECIMIENTOS DE SANIDAD MILITAR A NIVEL NACIONAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9067896","JEFATURA SALUD FUERZA AEREA","901440176","JEFATURA  SALUD FUERZA AÉREA","Oxicol Ltda","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$945.000.000","$945.000.000","236","día(s)","0","2","11/05/2025","12/01/2025","12/03/2025"
"CO1.REQ.8509258","SUMINISTRO DE PAQUETE NUTRICIONAL CON DESTINO A LOS ADULTOS MAYORES BENEFICIARIOS DEL PROGRAMA CENTRO VIDA DEL MUNICIPIO DE PISBA (Presentación de oferta)","SUMINISTRO DE PAQUETE NUTRICIONAL CON DESTINO A LOS ADULTOS MAYORES BENEFICIARIOS DEL PROGRAMA CENTRO VIDA DEL MUNICIPIO DE PISBA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8380592","MUNICIPIO DE PISBA","800066389","SANTIAGO ALBERTO SABA CABRA","HECTOR GARCIA GONZALEZ","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$125.607.653","$116.808.200","141","día(s)","0","2","07/03/2025","07/22/2025","07/23/2025"
"CO1.REQ.9337245","DOTACIÓN DE LAS UNIDADES OPERATIVAS DE SERVICIOS SOCIALES  (Presentación de oferta)","ADQUIRIR ELEMENTOS PARA LA DOTACIÓN DE LAS UNIDADES OPERATIVAS DE SERVICIOS SOCIALES A CARGO DE LA SECRETARÍA DE INTEGRACIÓN SOCIAL DE LA LOCALIDAD DE LOS MÁRTIRES.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9208037","ALCALDIA LOCAL DE MARTIRES","899999061","CONTRATACIÓN","GRUPO EMPRESARIAL SACSU SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$353.349.822","$206.241.850","4","Mes(es)","0","2","11/27/2025","12/17/2025","12/26/2025"
"CO1.REQ.9422438","SELECCIÓN ABREVIADA POR SUBASTA INVERSA PARA EL SUMINISTRO DE BIENES DE CARACTERÍSTICAS TÉCNICAS Y UNIFORMES (Presentación de oferta)","Suministrar equipos y licencias para el fortalecimiento de la infraestructura tecnológica de la CARDER, en cumplimiento de la Política de Gobierno Digital, el Plan Estratégico de Tecnologías de la Información (PETI) y la Política Nacional de Seguridad Digital, garantizando la continuidad y seguridad de los servicios institucionales.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9284087","CORPORACION AUTONOMA REGIONAL DE RISARALDA","891410354","GESTIÓN CONTRACTUAL","TEK SOLUCIONES TECNOLOGICAS S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$213.679.917","$37.223.200","12","Mes(es)","0","2","12/12/2025","12/26/2025","12/30/2025"
"CO1.REQ.8270058","SERVICIO DE INFORMACIÓN ANTICIPADA DE VIAJEROS (APIS - POR SUS SIGLAS EN INGLÉS ADVANCE PASSENGER INFORMATION SYSTEM) (Presentación de oferta)","SERVICIO DE INFORMACIÓN ANTICIPADA DE VIAJEROS (APIS - POR SUS SIGLAS EN INGLÉS ADVANCE PASSENGER INFORMATION SYSTEM)","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8145663","UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA-*","900477235","UNIDAD DE CONTRATACION MIGRACION COLOMBIA","SITA","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Prestación de servicios","$2.056.736.799","$1.915.017.354","13","Mes(es)","0","2","05/15/2025","06/16/2025","06/18/2025"
"CO1.REQ.9327179","ADQUISICIÓN DE MATERIALES Y SUMINISTRO PARA LA PRODUCCIÓN VIGENCIAS FUTURAS 2026 - CON DESTINO AL BAINT  (LOTES CUERO; TELA; PAÑO; PLÁSTICOS Y COMPUESTOS; CREMALLERA Y CINTA) (Presentación de oferta)","ADQUISICIÓN DE MATERIALES Y SUMINISTRO PARA LA PRODUCCIÓN VIGENCIAS FUTURAS 2026 - CON DESTINO AL BAINT  (LOTES CUERO, TELA, PAÑO, PLÁSTICOS Y COMPUESTOS, CREMALLERA Y CINTA)","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9185871","CENTRAL ADMINISTRATIVA Y CONTABLE  PUENTE ARANDA+","830039548","OFICINA DE CONTRATOS","MILFORT S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$6.267.366.586","$2.348.623.900","0","día(s)","0","2","11/24/2025","12/12/2025","12/17/2025"
"CO1.REQ.8624233","ADQUIRIR COMIDAS LISTAS; PANADERIA LARGA VIDA; ENERGETICOS; EMPAQUES Y OTROS PRODUCTOS O MATERIAS PRIMAS DESTINADAS AL ENSAMBLE DE RACIONES DE CAMPAÑA EN LA AGENCIA LOGISTICA DE LAS FUERZAS MILITARES","ADQUIRIR COMIDAS LISTAS, PANADERIA LARGA VIDA, ENERGETICOS, EMPAQUES Y OTROS PRODUCTOS O MATERIAS PRIMAS DESTINADAS AL ENSAMBLE DE RACIONES DE CAMPAÑA EN LA AGENCIA LOGISTICA DE LAS FUERZAS MILITARES. LOTE 1. CIRUELAS PASAS. LOTE 2. PANELA. LOTE 3. TURRON","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8497417","AGENCIA LOGISTICA DE LAS FUERZAS MILITARES","899999162","SUBDIRECCION GENERAL DE CONTRATACION ALFM","HECTOR EDUARDO OSPINA SÁNCHEZ.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$1.279.935.156","$13.402.587","10","día(s)","0","2","07/11/2025","08/06/2025","08/12/2025"
"CO1.REQ.8392272","SUMINISTRO DE ELEMENTOS DE PAPELERÍA; ÚTILES DE OFICINA; TÓNER Y ELEMENTOS DE IMPRESIÓN PARA LAS DIFERENTES DEPENDENCIAS DE LA CONTRALORÍA DE CUNDINAMARCA (Presentación de oferta)","SUMINISTRO DE ELEMENTOS DE PAPELERÍA, ÚTILES DE OFICINA, TÓNER Y ELEMENTOS DE IMPRESIÓN PARA LAS DIFERENTES DEPENDENCIAS DE LA CONTRALORÍA DE CUNDINAMARCA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8268413","CONTRALORIA DE CUNDINAMARCA","899999117","Subdirección de Servicios Generales","GRUPO LOS LAGOS SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$95.000.000","$95.000.000","6","Mes(es)","0","2","06/10/2025","07/01/2025","07/02/2025"
"CO1.REQ.7769180","DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO (Presentación de oferta)","CONTRATAR LA ADQUISICIÓN DISPOSITIVOS MEDICOS Y MATERIAL MEDICO QUIRURGICO PARA LOS DIFERENTES SERVICIOS ASISTENCIALES QUE PERMITAN REALIZAR LA ATENCION INTEGRAL Y ADMINISTRAR LOS TRATAMIENTOS PARA LAS DIFERENTES PATOLOGÍAS DE LOS USUARIOS QUE ASÍ LO REQUIERAN, INCLUYENDO LOS SERVICIOS AMBULATORIOS DE CONSULTA EXTERNA, URGENCIAS, HOSPITALIZACIÓN, CUIDADO CRÍTICO, CIRUGÍA Y DEMÁS SERVICIOS DE APOYO DIAGNÓSTICO. ACUERDO LOS SIGUIENTES LOTES:LOTE 1- SUTURAS / LOTE 2- DIABETICOS / LOTE 3GUANTES(...)","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7672509","ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA","9015410214","SECCION DE CONTRATOS HONAC","WINER S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$1.170.000.000","$29.000.000","9","Mes(es)","0","2","02/19/2025","03/13/2025","03/20/2025"
"CO1.REQ.8780724","COMPRA DE EQUIPOS; MUEBLES Y ENSERES PARA EL GIMNASIO DEL COMPLEJO TECNOLOGICO AGROINDUSTRIAL; PECUARIO Y TURISTICO DEL SENA. (Presentación de oferta)","COMPRA DE EQUIPOS, MUEBLES Y ENSERES PARA EL GIMNASIO DEL COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO DEL SENA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8647978","SENA REGIONAL ANTIOQUIA Grupo Administrativo CTAPT","899999034","COMPLEJO TECNOLOGICO AGROINDUSTRIAL PECUARIO Y TURISTICO","Deicy Bravo Jojoa","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$189.976.625","$170.856.851","2","Mes(es)","0","2","08/22/2025","09/10/2025","09/15/2025"
"CO1.REQ.8570594","MANTENIMIENTO MOBILIARIO DE LA DIRECCIÓN DE INTELIGENCIA POLICIAL (Presentación de oferta)","MANTENIMIENTO MOBILIARIO DE LA DIRECCIÓN DE INTELIGENCIA POLICIAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8444357","DIRECCIÓN DE INTELIGENCIA POLICIAL","830000097","GRUPO CONTRATOS DIPOL","ALIADOS DE COLOMBIA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Prestación de servicios","$194.182.016","$184.000.000","3","Mes(es)","0","2","07/15/2025","08/01/2025","08/12/2025"
"CO1.REQ.8086833","SUMINISTRO DE RECARGAS DE CARTUCHOS DE TINTA Y DE TÓNERS PARA LOS EQUIPOS DE IMPRESIÓN DE LAS DIFERENTES DEPENDENCIAS DE LA ADMINISTRACIÓN CENTRAL DEL DEPARTAMENTO DEL QUINDÍO; CON EL FIN DE GARANTIZA","SUMINISTRO DE RECARGAS DE CARTUCHOS DE TINTA Y DE TÓNERS PARA LOS EQUIPOS DE IMPRESIÓN DE LAS DIFERENTES DEPENDENCIAS DE LA ADMINISTRACIÓN CENTRAL DEL DEPARTAMENTO DEL QUINDÍO, CON EL FIN DE GARANTIZAR EL DEBIDO CUMPLIMIENTO DE LAS FUNCIONES A SU CARGO.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7964232","GOBERNACION DEL QUINDIO ARMENIA","890001639","SECRETARIA JURÍDICA Y DE CONTRATACIÓN","TECNISOFTWARE SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$140.500.000","$3.160.000","0","día(s)","0","2","04/07/2025","04/29/2025","05/06/2025"
